2017-12-08 13:38:30Z Start

2017-12-08 13:38:52Z CONNECT Socket Error!
2017-12-08 14:15:44Z ..Refresh..12/8/2017 2:15:44 PM

2017-12-08 14:15:47Z ..Refresh..12/8/2017 2:15:47 PM

2017-12-08 14:15:50Z ..Refresh..12/8/2017 2:15:50 PM

2017-12-08 14:15:53Z ..Refresh..12/8/2017 2:15:53 PM

2017-12-08 14:15:56Z ..Refresh..12/8/2017 2:15:56 PM

2017-12-08 14:15:59Z ..Refresh..12/8/2017 2:15:59 PM

2017-12-08 14:16:02Z ..Refresh..12/8/2017 2:16:02 PM

2017-12-08 14:16:05Z ..Refresh..12/8/2017 2:16:05 PM

2017-12-08 14:16:08Z ..Refresh..12/8/2017 2:16:08 PM

2017-12-08 14:16:11Z ..Refresh..12/8/2017 2:16:11 PM

2017-12-08 14:16:14Z ..Refresh..12/8/2017 2:16:14 PM

2017-12-08 14:16:17Z ..Refresh..12/8/2017 2:16:17 PM

2017-12-08 14:16:20Z ..Refresh..12/8/2017 2:16:20 PM

2017-12-08 14:16:23Z ..Refresh..12/8/2017 2:16:23 PM

2017-12-08 14:16:26Z ..Refresh..12/8/2017 2:16:26 PM

2017-12-08 14:16:29Z ..Refresh..12/8/2017 2:16:29 PM

2017-12-08 14:16:32Z ..Refresh..12/8/2017 2:16:32 PM

2017-12-08 14:16:35Z ..Refresh..12/8/2017 2:16:35 PM

2017-12-08 14:16:38Z ..Refresh..12/8/2017 2:16:38 PM

2017-12-08 14:16:41Z ..Refresh..12/8/2017 2:16:41 PM

2017-12-08 14:16:44Z ..Refresh..12/8/2017 2:16:44 PM

2017-12-08 14:16:47Z ..Refresh..12/8/2017 2:16:47 PM

2017-12-08 14:16:50Z ..Refresh..12/8/2017 2:16:50 PM

2017-12-08 14:16:53Z ..Refresh..12/8/2017 2:16:53 PM

2017-12-08 14:16:56Z ..Refresh..12/8/2017 2:16:56 PM

2017-12-08 14:16:59Z ..Refresh..12/8/2017 2:16:59 PM

2017-12-08 14:17:02Z ..Refresh..12/8/2017 2:17:02 PM

2017-12-08 14:17:05Z ..Refresh..12/8/2017 2:17:05 PM

2017-12-08 14:17:08Z ..Refresh..12/8/2017 2:17:08 PM

2017-12-08 14:17:11Z ..Refresh..12/8/2017 2:17:11 PM

2017-12-08 14:17:14Z ..Refresh..12/8/2017 2:17:14 PM

2017-12-08 14:17:17Z ..Refresh..12/8/2017 2:17:17 PM

2017-12-08 14:17:20Z ..Refresh..12/8/2017 2:17:20 PM

2017-12-08 14:17:23Z ..Refresh..12/8/2017 2:17:23 PM

2017-12-08 14:17:26Z ..Refresh..12/8/2017 2:17:26 PM

2017-12-08 14:17:29Z ..Refresh..12/8/2017 2:17:29 PM

2017-12-08 14:17:32Z ..Refresh..12/8/2017 2:17:32 PM

2017-12-08 14:17:35Z ..Refresh..12/8/2017 2:17:35 PM

2017-12-08 14:17:38Z ..Refresh..12/8/2017 2:17:38 PM

2017-12-08 14:17:41Z ..Refresh..12/8/2017 2:17:41 PM

2017-12-08 14:17:44Z ..Refresh..12/8/2017 2:17:44 PM

2017-12-08 14:17:47Z ..Refresh..12/8/2017 2:17:47 PM

2017-12-08 14:17:50Z ..Refresh..12/8/2017 2:17:50 PM

2017-12-08 14:17:53Z ..Refresh..12/8/2017 2:17:53 PM

2017-12-08 14:17:56Z ..Refresh..12/8/2017 2:17:56 PM

2017-12-08 14:17:59Z ..Refresh..12/8/2017 2:17:59 PM

2017-12-08 14:18:02Z ..Refresh..12/8/2017 2:18:02 PM

2017-12-08 14:18:05Z ..Refresh..12/8/2017 2:18:05 PM

2017-12-08 14:18:08Z ..Refresh..12/8/2017 2:18:08 PM

2017-12-08 14:18:11Z ..Refresh..12/8/2017 2:18:11 PM

2017-12-08 14:18:14Z ..Refresh..12/8/2017 2:18:14 PM

2017-12-08 14:18:17Z ..Refresh..12/8/2017 2:18:17 PM

2017-12-08 14:18:20Z ..Refresh..12/8/2017 2:18:20 PM

2017-12-08 14:18:23Z ..Refresh..12/8/2017 2:18:23 PM

2017-12-08 14:18:26Z ..Refresh..12/8/2017 2:18:26 PM

2017-12-08 14:18:29Z ..Refresh..12/8/2017 2:18:29 PM

2017-12-08 14:18:32Z ..Refresh..12/8/2017 2:18:32 PM

2017-12-08 14:18:35Z ..Refresh..12/8/2017 2:18:35 PM

2017-12-08 14:18:38Z ..Refresh..12/8/2017 2:18:38 PM

2017-12-08 14:18:41Z ..Refresh..12/8/2017 2:18:41 PM

2017-12-08 14:18:44Z ..Refresh..12/8/2017 2:18:44 PM

2017-12-08 14:18:47Z ..Refresh..12/8/2017 2:18:47 PM

2017-12-08 14:18:50Z ..Refresh..12/8/2017 2:18:50 PM

2017-12-08 14:18:53Z ..Refresh..12/8/2017 2:18:53 PM

2017-12-08 14:18:56Z ..Refresh..12/8/2017 2:18:56 PM

2017-12-08 14:18:59Z ..Refresh..12/8/2017 2:18:59 PM

2017-12-08 14:19:02Z ..Refresh..12/8/2017 2:19:02 PM

2017-12-08 14:19:05Z ..Refresh..12/8/2017 2:19:05 PM

2017-12-08 14:19:08Z ..Refresh..12/8/2017 2:19:08 PM

2017-12-08 14:19:11Z ..Refresh..12/8/2017 2:19:11 PM

2017-12-08 14:19:14Z ..Refresh..12/8/2017 2:19:14 PM

2017-12-08 14:19:17Z ..Refresh..12/8/2017 2:19:17 PM

2017-12-08 14:19:20Z ..Refresh..12/8/2017 2:19:20 PM

2017-12-08 14:19:23Z ..Refresh..12/8/2017 2:19:23 PM

2017-12-08 14:19:26Z ..Refresh..12/8/2017 2:19:26 PM

2017-12-08 14:19:29Z ..Refresh..12/8/2017 2:19:29 PM

2017-12-08 14:19:32Z ..Refresh..12/8/2017 2:19:32 PM

2017-12-08 14:19:35Z ..Refresh..12/8/2017 2:19:35 PM

2017-12-08 14:19:38Z ..Refresh..12/8/2017 2:19:38 PM

2017-12-08 14:19:41Z ..Refresh..12/8/2017 2:19:41 PM

2017-12-08 14:19:44Z ..Refresh..12/8/2017 2:19:44 PM

2017-12-08 14:19:47Z ..Refresh..12/8/2017 2:19:47 PM

2017-12-08 14:19:50Z ..Refresh..12/8/2017 2:19:50 PM

2017-12-08 14:19:53Z ..Refresh..12/8/2017 2:19:53 PM

2017-12-08 14:19:56Z ..Refresh..12/8/2017 2:19:56 PM

2017-12-08 14:19:59Z ..Refresh..12/8/2017 2:19:59 PM

2017-12-08 14:20:02Z ..Refresh..12/8/2017 2:20:02 PM

2017-12-08 14:20:05Z ..Refresh..12/8/2017 2:20:05 PM

2017-12-08 14:20:08Z ..Refresh..12/8/2017 2:20:08 PM

2017-12-08 14:20:11Z ..Refresh..12/8/2017 2:20:11 PM

2017-12-08 14:20:14Z ..Refresh..12/8/2017 2:20:14 PM

2017-12-08 14:20:17Z ..Refresh..12/8/2017 2:20:17 PM

2017-12-08 14:20:20Z ..Refresh..12/8/2017 2:20:20 PM

2017-12-08 14:20:23Z ..Refresh..12/8/2017 2:20:23 PM

2017-12-08 14:20:26Z ..Refresh..12/8/2017 2:20:26 PM

2017-12-08 14:20:29Z ..Refresh..12/8/2017 2:20:29 PM

2017-12-08 14:20:32Z ..Refresh..12/8/2017 2:20:32 PM

2017-12-08 14:20:35Z ..Refresh..12/8/2017 2:20:35 PM

2017-12-08 14:20:38Z ..Refresh..12/8/2017 2:20:38 PM

2017-12-08 14:20:41Z ..Refresh..12/8/2017 2:20:41 PM

2017-12-08 14:20:44Z ..Refresh..12/8/2017 2:20:44 PM

2017-12-08 14:20:47Z ..Refresh..12/8/2017 2:20:47 PM

2017-12-08 14:20:50Z ..Refresh..12/8/2017 2:20:50 PM

2017-12-08 14:20:53Z ..Refresh..12/8/2017 2:20:53 PM

2017-12-08 14:20:56Z ..Refresh..12/8/2017 2:20:56 PM

2017-12-08 14:20:59Z ..Refresh..12/8/2017 2:20:59 PM

2017-12-08 14:21:02Z ..Refresh..12/8/2017 2:21:02 PM

2017-12-08 14:21:05Z ..Refresh..12/8/2017 2:21:05 PM

2017-12-08 14:21:08Z ..Refresh..12/8/2017 2:21:08 PM

2017-12-08 14:21:11Z ..Refresh..12/8/2017 2:21:11 PM

2017-12-08 14:21:14Z ..Refresh..12/8/2017 2:21:14 PM

2017-12-08 14:21:17Z ..Refresh..12/8/2017 2:21:17 PM

2017-12-08 14:21:20Z ..Refresh..12/8/2017 2:21:20 PM

2017-12-08 14:21:23Z ..Refresh..12/8/2017 2:21:23 PM

2017-12-08 14:21:26Z ..Refresh..12/8/2017 2:21:26 PM

2017-12-08 14:21:29Z ..Refresh..12/8/2017 2:21:29 PM

2017-12-08 14:21:32Z ..Refresh..12/8/2017 2:21:32 PM

2017-12-08 14:21:35Z ..Refresh..12/8/2017 2:21:35 PM

2017-12-08 14:21:38Z ..Refresh..12/8/2017 2:21:38 PM

2017-12-08 14:21:41Z ..Refresh..12/8/2017 2:21:41 PM

2017-12-08 14:21:44Z ..Refresh..12/8/2017 2:21:44 PM

2017-12-08 14:21:47Z ..Refresh..12/8/2017 2:21:47 PM

2017-12-08 14:21:50Z ..Refresh..12/8/2017 2:21:50 PM

2017-12-08 14:21:53Z ..Refresh..12/8/2017 2:21:53 PM

2017-12-08 14:21:56Z ..Refresh..12/8/2017 2:21:56 PM

2017-12-08 14:21:59Z ..Refresh..12/8/2017 2:21:59 PM

2017-12-08 14:22:02Z ..Refresh..12/8/2017 2:22:02 PM

2017-12-08 14:22:05Z ..Refresh..12/8/2017 2:22:05 PM

2017-12-08 14:22:08Z ..Refresh..12/8/2017 2:22:08 PM

2017-12-08 14:22:11Z ..Refresh..12/8/2017 2:22:11 PM

2017-12-08 14:22:14Z ..Refresh..12/8/2017 2:22:14 PM

2017-12-08 14:22:17Z ..Refresh..12/8/2017 2:22:17 PM

2017-12-08 14:22:20Z ..Refresh..12/8/2017 2:22:20 PM

2017-12-08 14:22:23Z ..Refresh..12/8/2017 2:22:23 PM

2017-12-08 14:22:26Z ..Refresh..12/8/2017 2:22:26 PM

2017-12-08 14:22:29Z ..Refresh..12/8/2017 2:22:29 PM

2017-12-08 14:22:32Z ..Refresh..12/8/2017 2:22:32 PM

2017-12-08 14:22:35Z ..Refresh..12/8/2017 2:22:35 PM

2017-12-08 14:22:38Z ..Refresh..12/8/2017 2:22:38 PM

2017-12-08 14:22:41Z ..Refresh..12/8/2017 2:22:41 PM

2017-12-08 14:22:44Z ..Refresh..12/8/2017 2:22:44 PM

2017-12-08 14:22:47Z ..Refresh..12/8/2017 2:22:47 PM

2017-12-08 14:22:50Z ..Refresh..12/8/2017 2:22:50 PM

2017-12-08 14:22:53Z ..Refresh..12/8/2017 2:22:53 PM

2017-12-08 14:22:56Z ..Refresh..12/8/2017 2:22:56 PM

2017-12-08 14:22:59Z ..Refresh..12/8/2017 2:22:59 PM

2017-12-08 14:23:02Z ..Refresh..12/8/2017 2:23:02 PM

2017-12-08 14:23:05Z ..Refresh..12/8/2017 2:23:05 PM

2017-12-08 14:23:08Z ..Refresh..12/8/2017 2:23:08 PM

2017-12-08 14:23:11Z ..Refresh..12/8/2017 2:23:11 PM

2017-12-08 14:23:14Z ..Refresh..12/8/2017 2:23:14 PM

2017-12-08 14:23:17Z ..Refresh..12/8/2017 2:23:17 PM

2017-12-08 14:23:20Z ..Refresh..12/8/2017 2:23:20 PM

2017-12-08 14:23:23Z ..Refresh..12/8/2017 2:23:23 PM

2017-12-08 14:23:26Z ..Refresh..12/8/2017 2:23:26 PM

2017-12-08 14:23:29Z ..Refresh..12/8/2017 2:23:29 PM

2017-12-08 14:23:32Z ..Refresh..12/8/2017 2:23:32 PM

2017-12-08 14:23:35Z ..Refresh..12/8/2017 2:23:35 PM

2017-12-08 14:23:38Z ..Refresh..12/8/2017 2:23:38 PM

2017-12-08 14:23:41Z ..Refresh..12/8/2017 2:23:41 PM

2017-12-08 14:23:44Z ..Refresh..12/8/2017 2:23:44 PM

2017-12-08 14:23:47Z ..Refresh..12/8/2017 2:23:47 PM

2017-12-08 14:23:50Z ..Refresh..12/8/2017 2:23:50 PM

2017-12-08 14:23:53Z ..Refresh..12/8/2017 2:23:53 PM

2017-12-08 14:23:56Z ..Refresh..12/8/2017 2:23:56 PM

2017-12-08 14:23:59Z ..Refresh..12/8/2017 2:23:59 PM

2017-12-08 14:24:02Z ..Refresh..12/8/2017 2:24:02 PM

2017-12-08 14:24:05Z ..Refresh..12/8/2017 2:24:05 PM

2017-12-08 14:24:08Z ..Refresh..12/8/2017 2:24:08 PM

2017-12-08 14:24:11Z ..Refresh..12/8/2017 2:24:11 PM

2017-12-08 14:24:14Z ..Refresh..12/8/2017 2:24:14 PM

2017-12-08 14:24:17Z ..Refresh..12/8/2017 2:24:17 PM

2017-12-08 14:24:20Z ..Refresh..12/8/2017 2:24:20 PM

2017-12-08 14:24:23Z ..Refresh..12/8/2017 2:24:23 PM

2017-12-08 14:24:26Z ..Refresh..12/8/2017 2:24:26 PM

2017-12-08 14:24:29Z ..Refresh..12/8/2017 2:24:29 PM

2017-12-08 14:24:32Z ..Refresh..12/8/2017 2:24:32 PM

2017-12-08 14:24:35Z ..Refresh..12/8/2017 2:24:35 PM

2017-12-08 14:24:38Z ..Refresh..12/8/2017 2:24:38 PM

2017-12-08 14:24:41Z ..Refresh..12/8/2017 2:24:41 PM

2017-12-08 14:24:44Z ..Refresh..12/8/2017 2:24:44 PM

2017-12-08 14:24:47Z ..Refresh..12/8/2017 2:24:47 PM

2017-12-08 14:24:50Z ..Refresh..12/8/2017 2:24:50 PM

2017-12-08 14:24:53Z ..Refresh..12/8/2017 2:24:53 PM

2017-12-08 14:24:56Z ..Refresh..12/8/2017 2:24:56 PM

2017-12-08 14:24:59Z ..Refresh..12/8/2017 2:24:59 PM

2017-12-08 14:25:02Z ..Refresh..12/8/2017 2:25:02 PM

2017-12-08 14:25:05Z ..Refresh..12/8/2017 2:25:05 PM

2017-12-08 14:25:08Z ..Refresh..12/8/2017 2:25:08 PM

2017-12-08 14:25:11Z ..Refresh..12/8/2017 2:25:11 PM

2017-12-08 14:25:14Z ..Refresh..12/8/2017 2:25:14 PM

2017-12-08 14:25:17Z ..Refresh..12/8/2017 2:25:17 PM

2017-12-08 14:25:20Z ..Refresh..12/8/2017 2:25:20 PM

2017-12-08 14:25:23Z ..Refresh..12/8/2017 2:25:23 PM

2017-12-08 14:25:26Z ..Refresh..12/8/2017 2:25:26 PM

2017-12-08 14:25:29Z ..Refresh..12/8/2017 2:25:29 PM

2017-12-08 14:25:32Z ..Refresh..12/8/2017 2:25:32 PM

2017-12-08 14:25:35Z ..Refresh..12/8/2017 2:25:35 PM

2017-12-08 14:25:38Z ..Refresh..12/8/2017 2:25:38 PM

2017-12-08 14:25:41Z ..Refresh..12/8/2017 2:25:41 PM

2017-12-08 14:25:44Z ..Refresh..12/8/2017 2:25:44 PM

2017-12-08 14:25:47Z ..Refresh..12/8/2017 2:25:47 PM

2017-12-08 14:25:50Z ..Refresh..12/8/2017 2:25:50 PM

2017-12-08 14:25:53Z ..Refresh..12/8/2017 2:25:53 PM

2017-12-08 14:25:56Z ..Refresh..12/8/2017 2:25:56 PM

2017-12-08 14:25:59Z ..Refresh..12/8/2017 2:25:59 PM

2017-12-08 14:26:02Z ..Refresh..12/8/2017 2:26:02 PM

2017-12-08 14:26:05Z ..Refresh..12/8/2017 2:26:05 PM

2017-12-08 14:26:08Z ..Refresh..12/8/2017 2:26:08 PM

2017-12-08 14:26:11Z ..Refresh..12/8/2017 2:26:11 PM

2017-12-08 14:26:14Z ..Refresh..12/8/2017 2:26:14 PM

2017-12-08 14:26:17Z ..Refresh..12/8/2017 2:26:17 PM

2017-12-08 14:26:20Z ..Refresh..12/8/2017 2:26:20 PM

2017-12-08 14:26:23Z ..Refresh..12/8/2017 2:26:23 PM

2017-12-08 14:26:26Z ..Refresh..12/8/2017 2:26:26 PM

2017-12-08 14:26:29Z ..Refresh..12/8/2017 2:26:29 PM

2017-12-08 14:26:32Z ..Refresh..12/8/2017 2:26:32 PM

2017-12-08 14:26:35Z ..Refresh..12/8/2017 2:26:35 PM

2017-12-08 14:26:38Z ..Refresh..12/8/2017 2:26:38 PM

2017-12-08 14:26:41Z ..Refresh..12/8/2017 2:26:41 PM

2017-12-08 14:26:44Z ..Refresh..12/8/2017 2:26:44 PM

2017-12-08 14:26:47Z ..Refresh..12/8/2017 2:26:47 PM

2017-12-08 14:26:50Z ..Refresh..12/8/2017 2:26:50 PM

2017-12-08 14:26:53Z ..Refresh..12/8/2017 2:26:53 PM

2017-12-08 14:26:56Z ..Refresh..12/8/2017 2:26:56 PM

2017-12-08 14:26:59Z ..Refresh..12/8/2017 2:26:59 PM

2017-12-08 14:27:02Z ..Refresh..12/8/2017 2:27:02 PM

2017-12-08 14:27:05Z ..Refresh..12/8/2017 2:27:05 PM

2017-12-08 14:27:08Z ..Refresh..12/8/2017 2:27:08 PM

2017-12-08 14:27:11Z ..Refresh..12/8/2017 2:27:11 PM

2017-12-08 14:27:14Z ..Refresh..12/8/2017 2:27:14 PM

2017-12-08 14:27:17Z ..Refresh..12/8/2017 2:27:17 PM

2017-12-08 14:27:20Z ..Refresh..12/8/2017 2:27:20 PM

2017-12-08 14:27:23Z ..Refresh..12/8/2017 2:27:23 PM

2017-12-08 14:27:26Z ..Refresh..12/8/2017 2:27:26 PM

2017-12-08 14:27:29Z ..Refresh..12/8/2017 2:27:29 PM

2017-12-08 14:27:32Z ..Refresh..12/8/2017 2:27:32 PM

2017-12-08 14:27:35Z ..Refresh..12/8/2017 2:27:35 PM

2017-12-08 14:27:38Z ..Refresh..12/8/2017 2:27:38 PM

2017-12-08 14:27:41Z ..Refresh..12/8/2017 2:27:41 PM

2017-12-08 14:27:44Z ..Refresh..12/8/2017 2:27:44 PM

2017-12-08 14:27:47Z ..Refresh..12/8/2017 2:27:47 PM

2017-12-08 14:27:50Z ..Refresh..12/8/2017 2:27:50 PM

2017-12-08 14:27:53Z ..Refresh..12/8/2017 2:27:53 PM

2017-12-08 14:27:56Z ..Refresh..12/8/2017 2:27:56 PM

2017-12-08 14:27:59Z ..Refresh..12/8/2017 2:27:59 PM

2017-12-08 14:28:02Z ..Refresh..12/8/2017 2:28:02 PM

2017-12-08 14:28:05Z ..Refresh..12/8/2017 2:28:05 PM

2017-12-08 14:28:08Z ..Refresh..12/8/2017 2:28:08 PM

2017-12-08 14:28:11Z ..Refresh..12/8/2017 2:28:11 PM

2017-12-08 14:28:14Z ..Refresh..12/8/2017 2:28:14 PM

2017-12-08 14:28:17Z ..Refresh..12/8/2017 2:28:17 PM

2017-12-08 14:28:20Z ..Refresh..12/8/2017 2:28:20 PM

2017-12-08 14:28:23Z ..Refresh..12/8/2017 2:28:23 PM

2017-12-08 14:28:26Z ..Refresh..12/8/2017 2:28:26 PM

2017-12-08 14:28:29Z ..Refresh..12/8/2017 2:28:29 PM

2017-12-08 14:28:32Z ..Refresh..12/8/2017 2:28:32 PM

2017-12-08 14:28:35Z ..Refresh..12/8/2017 2:28:35 PM

2017-12-08 14:28:38Z ..Refresh..12/8/2017 2:28:38 PM

2017-12-08 14:28:41Z ..Refresh..12/8/2017 2:28:41 PM

2017-12-08 14:28:44Z ..Refresh..12/8/2017 2:28:44 PM

2017-12-08 14:28:47Z ..Refresh..12/8/2017 2:28:47 PM

2017-12-08 14:28:50Z ..Refresh..12/8/2017 2:28:50 PM

2017-12-08 14:28:53Z ..Refresh..12/8/2017 2:28:53 PM

2017-12-08 14:28:56Z ..Refresh..12/8/2017 2:28:56 PM

2017-12-08 14:28:59Z ..Refresh..12/8/2017 2:28:59 PM

2017-12-08 14:29:02Z ..Refresh..12/8/2017 2:29:02 PM

2017-12-08 14:29:05Z ..Refresh..12/8/2017 2:29:05 PM

2017-12-08 14:29:08Z ..Refresh..12/8/2017 2:29:08 PM

2017-12-08 14:29:11Z ..Refresh..12/8/2017 2:29:11 PM

2017-12-08 14:29:14Z ..Refresh..12/8/2017 2:29:14 PM

2017-12-08 14:29:17Z ..Refresh..12/8/2017 2:29:17 PM

2017-12-08 14:29:20Z ..Refresh..12/8/2017 2:29:20 PM

2017-12-08 14:29:23Z ..Refresh..12/8/2017 2:29:23 PM

2017-12-08 14:29:26Z ..Refresh..12/8/2017 2:29:26 PM

2017-12-08 14:29:29Z ..Refresh..12/8/2017 2:29:29 PM

2017-12-08 14:29:32Z ..Refresh..12/8/2017 2:29:32 PM

2017-12-08 14:29:35Z ..Refresh..12/8/2017 2:29:35 PM

2017-12-08 14:29:38Z ..Refresh..12/8/2017 2:29:38 PM

2017-12-08 14:29:41Z ..Refresh..12/8/2017 2:29:41 PM

2017-12-08 14:29:44Z ..Refresh..12/8/2017 2:29:44 PM

2017-12-08 14:29:47Z ..Refresh..12/8/2017 2:29:47 PM

2017-12-08 14:29:50Z ..Refresh..12/8/2017 2:29:50 PM

2017-12-08 14:29:53Z ..Refresh..12/8/2017 2:29:53 PM

2017-12-08 14:29:56Z ..Refresh..12/8/2017 2:29:56 PM

2017-12-08 14:29:59Z ..Refresh..12/8/2017 2:29:59 PM

2017-12-08 14:30:02Z ..Refresh..12/8/2017 2:30:02 PM

2017-12-08 14:30:05Z ..Refresh..12/8/2017 2:30:05 PM

2017-12-08 14:30:08Z ..Refresh..12/8/2017 2:30:08 PM

2017-12-08 14:30:11Z ..Refresh..12/8/2017 2:30:11 PM

2017-12-08 14:30:14Z ..Refresh..12/8/2017 2:30:14 PM

2017-12-08 14:30:17Z ..Refresh..12/8/2017 2:30:17 PM

2017-12-08 14:30:20Z ..Refresh..12/8/2017 2:30:20 PM

2017-12-08 14:30:23Z ..Refresh..12/8/2017 2:30:23 PM

2017-12-08 14:30:26Z ..Refresh..12/8/2017 2:30:26 PM

2017-12-08 14:30:29Z ..Refresh..12/8/2017 2:30:29 PM

2017-12-08 14:30:32Z ..Refresh..12/8/2017 2:30:32 PM

2017-12-08 14:30:35Z ..Refresh..12/8/2017 2:30:35 PM

2017-12-08 14:30:38Z ..Refresh..12/8/2017 2:30:38 PM

2017-12-08 14:30:41Z ..Refresh..12/8/2017 2:30:41 PM

2017-12-08 14:30:44Z ..Refresh..12/8/2017 2:30:44 PM

2017-12-08 14:30:47Z ..Refresh..12/8/2017 2:30:47 PM

2017-12-08 14:30:50Z ..Refresh..12/8/2017 2:30:50 PM

2017-12-08 14:30:53Z ..Refresh..12/8/2017 2:30:53 PM

2017-12-08 14:30:56Z ..Refresh..12/8/2017 2:30:56 PM

2017-12-08 14:30:59Z ..Refresh..12/8/2017 2:30:59 PM

2017-12-08 14:31:02Z ..Refresh..12/8/2017 2:31:02 PM

2017-12-08 14:31:05Z ..Refresh..12/8/2017 2:31:05 PM

2017-12-08 14:31:08Z ..Refresh..12/8/2017 2:31:08 PM

2017-12-08 14:31:11Z ..Refresh..12/8/2017 2:31:11 PM

2017-12-08 14:31:14Z ..Refresh..12/8/2017 2:31:14 PM

2017-12-08 14:31:17Z ..Refresh..12/8/2017 2:31:17 PM

2017-12-08 14:31:20Z ..Refresh..12/8/2017 2:31:20 PM

2017-12-08 14:31:23Z ..Refresh..12/8/2017 2:31:23 PM

2017-12-08 14:31:26Z ..Refresh..12/8/2017 2:31:26 PM

2017-12-08 14:31:29Z ..Refresh..12/8/2017 2:31:29 PM

2017-12-08 14:31:32Z ..Refresh..12/8/2017 2:31:32 PM

2017-12-08 14:31:35Z ..Refresh..12/8/2017 2:31:35 PM

2017-12-08 14:31:38Z ..Refresh..12/8/2017 2:31:38 PM

2017-12-08 14:31:41Z ..Refresh..12/8/2017 2:31:41 PM

2017-12-08 14:31:44Z ..Refresh..12/8/2017 2:31:44 PM

2017-12-08 14:31:47Z ..Refresh..12/8/2017 2:31:47 PM

2017-12-08 14:31:50Z ..Refresh..12/8/2017 2:31:50 PM

2017-12-08 14:31:53Z ..Refresh..12/8/2017 2:31:53 PM

2017-12-08 14:31:56Z ..Refresh..12/8/2017 2:31:56 PM

2017-12-08 14:31:59Z ..Refresh..12/8/2017 2:31:59 PM

2017-12-08 14:32:02Z ..Refresh..12/8/2017 2:32:02 PM

2017-12-08 14:32:05Z ..Refresh..12/8/2017 2:32:05 PM

2017-12-08 14:32:08Z ..Refresh..12/8/2017 2:32:08 PM

2017-12-08 14:32:11Z ..Refresh..12/8/2017 2:32:11 PM

2017-12-08 14:32:14Z ..Refresh..12/8/2017 2:32:14 PM

2017-12-08 14:32:17Z ..Refresh..12/8/2017 2:32:17 PM

2017-12-08 14:32:20Z ..Refresh..12/8/2017 2:32:20 PM

2017-12-08 14:32:23Z ..Refresh..12/8/2017 2:32:23 PM

2017-12-08 14:32:26Z ..Refresh..12/8/2017 2:32:26 PM

2017-12-08 14:32:29Z ..Refresh..12/8/2017 2:32:29 PM

2017-12-08 14:32:32Z ..Refresh..12/8/2017 2:32:32 PM

2017-12-08 14:32:35Z ..Refresh..12/8/2017 2:32:35 PM

2017-12-08 14:32:38Z ..Refresh..12/8/2017 2:32:38 PM

2017-12-08 14:32:41Z ..Refresh..12/8/2017 2:32:41 PM

2017-12-08 14:32:44Z ..Refresh..12/8/2017 2:32:44 PM

2017-12-08 14:32:47Z ..Refresh..12/8/2017 2:32:47 PM

2017-12-08 14:32:50Z ..Refresh..12/8/2017 2:32:50 PM

2017-12-08 14:32:53Z ..Refresh..12/8/2017 2:32:53 PM

2017-12-08 14:32:56Z ..Refresh..12/8/2017 2:32:56 PM

2017-12-08 14:32:59Z ..Refresh..12/8/2017 2:32:59 PM

2017-12-08 14:33:02Z ..Refresh..12/8/2017 2:33:02 PM

2017-12-08 14:33:05Z ..Refresh..12/8/2017 2:33:05 PM

2017-12-08 14:33:08Z ..Refresh..12/8/2017 2:33:08 PM

2017-12-08 14:33:11Z ..Refresh..12/8/2017 2:33:11 PM

2017-12-08 14:33:14Z ..Refresh..12/8/2017 2:33:14 PM

2017-12-08 14:33:17Z ..Refresh..12/8/2017 2:33:17 PM

2017-12-08 14:33:20Z ..Refresh..12/8/2017 2:33:20 PM

2017-12-08 14:33:23Z ..Refresh..12/8/2017 2:33:23 PM

2017-12-08 14:33:26Z ..Refresh..12/8/2017 2:33:26 PM

2017-12-08 14:33:29Z ..Refresh..12/8/2017 2:33:29 PM

2017-12-08 14:33:32Z ..Refresh..12/8/2017 2:33:32 PM

2017-12-08 14:33:35Z ..Refresh..12/8/2017 2:33:35 PM

2017-12-08 14:33:38Z ..Refresh..12/8/2017 2:33:38 PM

2017-12-08 14:33:41Z ..Refresh..12/8/2017 2:33:41 PM

2017-12-08 14:33:44Z ..Refresh..12/8/2017 2:33:44 PM

2017-12-08 14:33:47Z ..Refresh..12/8/2017 2:33:47 PM

2017-12-08 14:33:50Z ..Refresh..12/8/2017 2:33:50 PM

2017-12-08 14:33:53Z ..Refresh..12/8/2017 2:33:53 PM

2017-12-08 14:33:56Z ..Refresh..12/8/2017 2:33:56 PM

2017-12-08 14:33:59Z ..Refresh..12/8/2017 2:33:59 PM

2017-12-08 14:34:02Z ..Refresh..12/8/2017 2:34:02 PM

